文本,群体情绪,时间
建议尽快开展房地产税试点太扎心了，房地产税真的要来了，有多少人因为他不买房而为高房价买单呢？楼继伟表示，经济转为正常增长后，应尽快开展房地产税试点，这让很多没有买房的朋友欢声雀跃，他们觉得房价终于要暴跌了，炒房客终于要痛哭了。有多少人因为开征房地产税试点而迟迟没有买房，最终房价涨上去了，还是要为高房价买单呢？因为开征房地产税并不是今年才开始的，我记得年也在说，年也在说，现在过去了六七年不还是这个样子吗？难道你真的理解不了，房地产为何被称为夜壶吗？,-0.0016056333496932,2023-03-29 15:19:24
财政部原部长楼继伟：经济转为正常增长后应尽快开展房地产税试点近日，财政部原部长楼继伟在《比较》发表《新时代中国财政体系改革和未来展望》一文。楼继伟认为探讨财政体系的未来发展导向需要问题导向，并提出可行的选择方案。其中之一是建立适合作为地方税的税种。楼继伟在文中称，房地产税是最适合作为地方税的税种，在经济转为正常增长后应尽快开展试点。在建立地方税税种方面，除了房地产税适时启动试点外，楼继伟认为还可以将部分品目消费税征收环节后移，转为零售环节征收，相应地由中央税改为地方税。企业所得税和个人所得税可以继续作为中央地方共享税种。当然这两个税种本身仍有改进的空间。随着地方税体系建立起来以后，楼继伟称，可以考虑将增值税改为中央税。：第一财经日报的微博视频,0.0,2023-03-29 11:44:13
周日重要消息汇总国内新闻：财政部长刘昆：推进更高水平对外开放，进一步放宽市场准入；把支持科技创新摆在优先位置。财政部原部长楼继伟：经济转为正常增长后应尽快开展房地产税试点。国家发改委主任郑栅洁：我国将防范化解金融和房地产等领域风险。中石油大庆油田宣布，油田累计生产原油突破亿吨，占全国陆上原油总产量的。香港交易所主席史美伦：正在筹备“双柜台”模式，助力实现人民币交易港股。寒武纪交易异常波动公告：公司不直接从事人工智能最终应用产品的开发和销售。沪市两只主板注册制新股中信金属和常青科技发行价出炉。上海虹桥国际机场暂停三年的国际及港澳台地区进出港航班业务“重启”。第八批国家带量采购开标临近，医药市场酝酿新一轮“降价风暴”。财政部副部长朱忠明会见德勤全球理事会主席舒亚玟。舒亚玟表示，德勤愿意继续助力中国经济高质量发展。洪都拉斯外交部正式宣布与中国台湾断绝“外交关系”；中华人民共和国和洪都拉斯共和国建立外交关系。国际新闻：总裁：部分发达经济体出现银行危机，密切关注事态发展。美国白宫声明：拜登总统宣布密西西比州处于重大灾难状态。据美媒：美国南部和中西部的部分地区超过万人将在当天面临强风暴天气的威胁。欧洲央行执委施纳贝尔：金融动荡对市场产生显著影响，迄今为止，动荡的影响主要体现在金融公司上。北约方面表示，俄罗斯的核言论是危险且不负责任的，将保持警惕，并继续密切监视局势。道达尔能源公司发言人：该公司法国炼油厂和仓库的运营人员周日举行罢工。德国航空和铁路服务周一将由于工人罢工而陷入停顿，德国工人效仿法国和英国工人。据日本共同社：日本计划与国家就加密货币监管问题进行协调，并将其作为月广岛峰会的议题。俄罗斯公司：已推出了功能类似于的俄语人工智能程序，，经测试已可商用。,0.0578823533402598,2023-03-29 12:53:21
市场传德意志银行要暴雷，周五欧股收跌。人民日报：人工智能产业化应用加速，点名华为盘古，浪潮信息等。证监会首次支持消费基础设施。财政部原部长楼继伟称：经济转为正常增长后应尽快开展房地产税试点。洪都拉斯与台湾断交。电池级碳酸锂继续下跌元，周五报万吨。“打新”新时代，主展开,0.0,2023-04-05 08:52:07
财政部原部长楼继伟：经济转为正常增长后应尽快开展房地产税试点近日，财政部原部长楼继伟在《比较》发表《新时代中国财政体系改革和未来展望》一文。楼继伟认为探讨财政体系的未来发展导向需要问题导向，并提出可行的选择方案。其中之一是建立适合作为地方税的税种。楼继伟在文中称，房地产税是展开,0.0075626185666299,2023-03-30 14:53:22
股票计划隔夜欧美股市涨跌互见，英国，众多银行股跳水；美股反弹，纳指低开高走。盘后消息：证监会发布《关于进一步推进基础设施领域不动产投资信托基金（）常态化发行相关工作的通知》；财政部原部长楼继伟：经济转为正常增长后应尽快开展房地产税试点展开,0.0006782427637117,2023-03-29 21:29:24
房产税财政部原部长楼继伟日在《比较》发表文章《新时代中国财政体系改革和未来展望》。楼继伟在文中称，房地产税是最适合作为地方税的税种，在经济转为正常增长后应尽快开展试点。,-0.0005751010024802,2023-04-03 11:05:15
原财政部长在发表的一篇文章中提到，在经济转为正常增长后应尽快试点房产税。感觉这话说得有点时间点不对，去年的时候我国房地产市场经历了一次怎样的历程，大家应该是有所记忆的，以至于国家出台了大量的保交楼政策，核心是房地产不能出现风险，将房地产依然作为经济的重要支柱，之后在银行降低首套房贷利率的情形下，房市销量逐步上升，以至于一些地区的房价也出现了回暖的现象，我们可以试想一下，如果没有去年政策上的保交楼，会有如今的平稳情形吗？如今的房地产跟过去已经完全判若两样了，市场的需求整体是在萎缩的，大家的购买力变小了，中国经济目前外部需求减少、在逐步的向内需转型，这个过程房地产作为重要支柱如果平稳运行可以起到对经济转型中的过渡作用，如果在接下来经济正常增长后就直接房产税试点，我想这对楼市来说，会面临第二次考验的。我说这话的意思是，尽管政策上积极的鼓励房地产健康发展，然而现在好像还没有恢复到正常的健康发展状态，所以此时火急火燎的提及房产税确实有点早了，应该让市场信心再恢复一下，根据市场供给与需求的关系再行论证即可。楼继伟：应尽快开展房地产税试点,-0.0026771625677466,2023-03-29 20:59:35
瑞达利欧：世界正处于“危险的边缘”，可能会面临三个“地震式”的剧变。三个剧变分别是，一是巨额债务的货币化，即各国央行通过印钞，发行货币来购买这些债务，二是财富和价值观的鸿沟引发的巨大内部冲突，三是国际大国的冲突。现在这三种因素都在以年年以来最大的程度出现财政部原部长楼继伟：房地产税是最适合作为地方税的税种，在经济转为正常增长后应尽快开展试点。除了房地产税适时启动试点外，还可以将部分品目消费税征收环节后移，相应地由中央税改为地方税。企业所得税和个人所得税可以继续作为中央地方共享税种。中华人民共和国和洪都拉斯共和国，兹决定自公报签署之日起相互承认并建立大使级外交关系。洪都拉斯共和国政府即日断绝同台湾的“外交关系”，并承诺不再同台湾发生任何官方关系，不进行任何官方往来。美股：上周五，道指收涨，报点，周涨；标普收涨，报点，周涨；纳指收涨，报点，周涨。欧洲：上周五，德国收跌，报点，周涨；法国收跌，报点，周涨；英国富时收跌，报点，周涨。黄金：上周五，月黄金期货收跌，报美元盎司，周涨。原油：上周五，原油期货收跌，报美元桶，周涨；布伦特原油期货收跌，报美元桶，周涨。日中经济协会理事长伊泽正：两国企业的经贸合作前景是积极乐观的。当前，国际上“单边主义”的蔓延正在阻碍世界经济。日本企业虽然受到中美摩擦的影响，但大部分并不希望同中国“脱钩”。期货修道院的微博视频,0.040668544936902,2023-03-29 14:05:01
每日新闻每日新闻秒年月日星期一农历闰二月初六、中电联：若出现长时段大范围极端高温天气，年全国最高用电负荷可能比去年增加近亿千瓦。、月日凌晨一颗直径米的小行星近距离掠过地球，离地球最近时距离不及月球到地球的一半。、北京动物园：大熊猫“萌兰”运动场周边区域限流参观。、人工智能“进军”电影界：美国编剧公会将允许编写剧本。、武汉：月日开始分批次发放价值万元体育消费券。、成都：一高校教授挑战独木舟无动力横渡大西洋，全程公里，历时天顺利到达。、工信部：今年力争全国专精特新中小企业数量超过万家。、日，成都至自贡至宜宾高铁全线桥梁架设完成，预计年底通车。、财政部原部长楼继伟：经济转为正常增长后应尽快开展房地产税试点。、香港旅游发展局：内地访港旅客量已恢复至疫情前，周末单日访港人数达万人次。、国家癌症中心：我国每年新发癌症约万例，我国总体癌症五年生存率。、报告称年岁婴幼儿去年平均每天观看屏幕时间为分钟，较上年增加分钟。,0.0092966020202099,2023-04-02 09:29:35
、当地日，洪都拉斯正式宣布与台湾断交，承认世界上只有一个中国。台媒：台外事部门紧急发出记者会通知；、中央气象台：预计日起，南方新一轮强降雨即将上线，北方大部气温狂飙；、年内蒙古鄂尔多斯人均突破万：接近全国水平倍，远超北京上海；、北京市医保局：月日起北京种植牙将大幅降价；南京十家网约车平台签署行业自律公约：司机服务差可能被全网封禁；、财政部原部长楼继伟：经济转为正常增长后应尽快开展房地产税试点；、日晚，上海一路公交车冲入河中，官方：涉事司机被救出，疑突发疾病，事发时车上无乘客；、公积金新政成各地促楼市标配：贷款额度提至百万元，多孩家庭可再上浮，多地下调公积金首付比例；、巴西总统府：卢拉因流感引发肺炎推迟访华，希望重新安排日程。外交部回应：理解，尊重，祝卢拉总统早日康复；、日媒：日本一名多岁男子在北京被捕，系知名日企高管，或涉间谍活动，日本政府一直寻求中方立即释放他，除这名男子外，自年来，至少名日本国民因涉嫌参与间谍活动被捕；、外媒：当地日晚，两艘偷渡船在突尼斯海域沉没，至少人遇难；、法国宣布：禁止政府人员手机上使用和推特等娱乐应用；、外媒：强风暴袭击美国已致人死数十人受伤，拜登批准密西西比州进入重大灾难状态；、美媒：预测自己将被捕一周后，特朗普改口称检方已撤销起诉；特朗普：美国面临的最大威胁不是中俄，而是佩洛西、拜登等高级政客；、美联储：美国储户大量从银行提取存款，美国银行存款一周流失近千亿美元；总裁：部分发达经济体出现银行危机，密切关注事态发展。今年中国对世界经济增长的贡献率或将超过；、普京：应白俄总统卢卡申科的要求，俄罗斯将在白俄罗斯部署战术核武器，将从月日开始训练人员，月日前完成储存设施建设。乌外交部：呼吁联合国安理会就此召开紧急会议；微语命虽由天定，但埋怨，只是一种懦弱的表现；努力，才是人生的态度,-0.0004756507521193,2023-03-29 19:41:45
深圳统租房计划阻力不小，到底问题出在哪里？国际情报员深圳西丽街道办回应白芒村统租统租房计划不难理解，就是深圳出面收购当地土著手里的房源，整修后面向广大租客二次出租，政府说是为了改善城中村居住环境但这些年公信力几乎较低，老百姓心里不相信会有这么好的事，更愿意相信是把收割财富的镰刀挥向了社会底层人群“租房客”。大家更愿意相信，深圳市这一通折腾是为了赚取差价底层租客们表现出抗拒心理也就不奇怪了。不过深圳官方及时回应了这种不信任猜测，对于改造后城中村房源租金是否会涨的问题，其中提到，“城中村保障性住房规模化、品质化改造提升由政府主导筹集，改造后的租金以不涨为原则，单套租金原则上与改造前基本持平，即便个别房源因改造成本高、投入较大、建筑结构复杂，也必须严格控制成本、严格控制价格、严格加强价格监督”。说的很好听，但房屋改造是要花钱的，深证真的会做赔本买卖吗？在土地财政难以为继的情况下，这很不合理不管怎么说，统租房是不可阻挡的大势，我们且看结果如何吧,-0.7184693667643752,2023-07-04 05:12:33
小湘速递深圳城中村改造后租金原则上不涨价深圳筹集保障房占全市城中村较小部分据深圳特区报，市住房建设局相关负责人表示：城中村保障性住房规模化品质化改造提升由政府主导筹集，改造后的租金以不涨为原则，单套租金原则上与改造前基本持平，即便个别房源因改造成本高、投入较大、建筑结构复杂，也必须严格控制成本、严格控制价格、严格加强价格监督。财经网的微博视频,-0.0087565954791834,2023-07-04 04:59:11
深圳城中村改造后租金原则上不涨价深圳筹集保障房占全市城中村较小部分据深圳特区报，市住房建设局相关负责人表示：城中村保障性住房规模化品质化改造提升由政府主导筹集，改造后的租金以不涨为原则，单套租金原则上与改造前基本持平，即便个别房源因改造成本高、投入较大、建筑结构复杂，也必须严格控制成本、严格控制价格、严格加强价格监督。财经网的微博视频,1.0,2023-07-04 10:53:31
深圳城中村改造后租金原则上不涨价深圳筹集保障房占全市城中村较小部分据深圳特区报，市住房建设局相关负责人表示：城中村保障性住房规模化品质化改造提升由政府主导筹集，改造后的租金以不涨为原则，单套租金原则上与改造前基本持平，即便个别房源因改造成本高、投入较大、建筑结构复杂，也必须严格控制成本、严格控制价格、严格加强价格监督。财经网财经网的微博视频,0.1036846637285774,2023-07-04 09:34:59
深圳官方回应城中村统租问题深圳城中村统租：有租客拿到补助火速搬离，有房东不愿给补贴官方回应“我们是公司统一安排居住在城中村的，现在因为统租不得不搬离，跟房东协商后，退了押金并补偿了一个月房租，我们现在打算搬回公司宿舍住。”月日下午，正在搬家的租户谢萍向记者介绍道。统租，顾名思义即由相关单位对城中村房源进行统一改造，然后对相关设施进行配套升级，再对外出租。但是，计划的好事因为深圳城中村租客的种种疑虑引发了舆论关注。在此之前，深圳已对多个城中村进行整治和改造，之所以此次引起广泛关注，主要有两点，一是统租范围偏大，二是引起了部分租户较大反弹。月日，据深圳发布官微，深圳市住建局相关负责人公开回应称，全市城中村整治提升划分为综合提升类、产业配套类、特色发展类、控制引导类和基本保障类等类。其中，仅部分综合提升类、产业配套类城中村涉及城中村保障性住房规模化品质化改造提升。其余类别均不涉及城中村保障性住房筹集。“城中村保障性住房规模化品质化改造提升由政府主导筹集，改造后的租金以不涨为原则，单套租金原则上与改造前基本持平，即便个别房源因改造成本高、投入较大、建筑结构复杂，也必须严格控制成本、严格控制价格、严格加强价格监督。”（每日经济新闻；阿法）深圳城中村统租：有租客拿到补助火速搬离，有房东不愿给补贴官方回应,-0.7635197271243864,2023-07-04 18:44:30
楼市“三大工程”有何带动效应？地方密集召开住建会议规划今年工作蓝图月以来，已有多个地方陆续召开了住房城乡建设工作会议，这其中包括浙江、河南、安徽、四川、山东、湖北、辽宁、黑龙江以及天津等地。从各地公布的年住建会议内容来看，多地不再强调“房住不炒”，而将保交楼、积极构建房地产发展新模式、加快落地实施“三大工程”等，作为今年主要的工作内容。这其中，推进城中村改造、保障性住房建设等，也被屡屡提及。事实上，这些表述均与去年月中央经济工作会议，以及全国住建工作会议的政策基调高度一致。“中央经济工作会议以及全国住建会议已经为年房地产定调，地方会议也在落实相关工作，但根据各地不同的情况，政策具体侧重点会有所不同。”一位房地产行业分析师表示。据记者不完全统计，目前仅有山东、湖北公布了年房地产全年投资金额。其中，山东计划全年完成房地产开发投资亿元以上；湖北计划年房地产开发投资完成亿元，与年的亿元基本持平。山东、安徽将“建立以城市为单元的房地产融资协调机制”从各省市召开的住建会议来看，山东、安徽、河南均提及“保交楼”以及“防风险”，而安徽和山东，则明确提到要“建立以城市为单元的房地产融资协调机制”。例如，山东提出，建立以城市为单元的房地产融资协调机制，“一项目一方案”落实资金支持，积极争取人民银行保交楼贷款，一视同仁满足不同所有制房地产企业合理融资需求。强化专项借款循环使用，加快剩余个保交楼项目建设交付。安徽提到，稳妥处置房企风险，建立以城市为单元的房地产融资协调机制，实现“保交楼”入库项目全部交付。“建立以城市为单元的房地产融资协调机制，将有助于减少项目交付风险，改善行业预期，有利于房地产市场企稳。”中指研究院企业研究总监刘水称。而保交楼压力较大的河南，在住建工作会议提到，年要“打好保交楼和征收安置问题项目整改歼灭战”，聚力攻坚、综合施策，进一步化风险稳预期、保民生保稳定。湖北也在住建工作会议上表示，将加快保交楼项目建设进度，坚决防止二次停工、再次逾期，完成万套保交楼任务。“保交楼仍是今年各地住建系统工作的重中之重，也是首要任务，预计各地将以更强力度做好保交楼相关工作。”上述分析师称。据天风证券研报，年四季度，央行推出了亿元保交楼支持贷款计划，但实际使用进度偏慢；截至年三季度，仅使用亿元，占总额度的。分析人士认为，年保交楼支持贷款计划仍有不少额度，在各地大力支持保交楼的情况下，预计年保交楼速度将进一步加快。城中村改造有望提速在构建房地产新模式方面，多个省市召开的住建会议表示，要全力实施“三大工程”，推动保障性住房、城中村改造等，形成更多增量投资。其中，浙江提出年要实施城中村改造万户；辽宁要在全省个地级城市全面开展城市体检，改造城中村项目个；四川将实施城中村改造项目个。山东还提出，探索发放房票及住房消费券等降低购房成本措施，建立“人房地钱”联动机制，有力有序推行现房销售。有专家表示，城中村改造、房票安置以及低息这套政策组合，将带动房地产市场建设，促进市场成交、助力楼市稳定增长。值得一提的是，中指研究院常务副院长黄瑜近日表示，据其测算，三大工程之一的城中村改造将带动约亿平方米的投资规模，会对房地产市场形成有效支撑。“万亿是个城市待改造城中村的总规模，没有具体时间限制，并不会在年内便全部释放完。”中指院方面表示。“若按年安置周期计算，平均到每一年，改造城中村带来的住宅新增需求约有万平方米。”黄瑜称，这个规模对于年启动阶段的实际拉动或有限，但对影响预期至关重要。此外，对于各地住建系统年的主要工作，不少地方还提出了包括继续完善保障性住房体系等相关措施。其中，浙江计划全年建设筹集保障性租赁住房万套（间），开工筹集公租房套以上；湖北计划筹集配租型保障性住房万套，建设配售型保障性住房套。山东将筹建保租房万套（间）、公租房套；安徽新增保障性租赁住房万套（间），发放公租房租赁补贴万户。与此同时，住房租赁市场的金融支持力度也在加大。月日，中国人民银行、金融监管总局联合发布《关于金融支持住房租赁市场发展的意见》，明确商业银行可按照市场化原则发放住房租赁团体购房贷款，支持企业和符合条件的事业单位依法依规批量购买存量闲置房屋用作宿舍型保障性租赁住房，支持专业化规模化住房租赁企业依法依规批量购买存量闲置房屋用作保障性或商业性租赁住房长期持有运营。“此举标志着我国住房租赁金融支持体系进一步完善。”中指研究院研究副总监徐跃进表示，这进一步加强了对住房租赁市场的金融支持力度，有利于拓宽住房租赁企业融资渠道，降低融资成本，使得租赁住房项目更能够“算得过来账”，从而提升住房租赁企业的投资运营积极性，促进住房租赁市场快速健康发展。,0.0029290992722783,2024-01-22 09:41:22
广东：稳定住房消费，支持广州、深圳结合城中村改造规模化建设保障性租赁住房中房报讯，月日，广东省人民政府办公厅印发《广东省进一步提振和扩大消费若干措施的通知》，共提出大方面条措施，其中包括稳定住房消费。通知明确，扩大保障性住房供给。推动重点城市规划建设保障性住房，加快筹建保障性租赁住房，年新增筹建保障性租赁住房不少于万套（间）。支持企事业单位利用自有空闲土地建设保障性租赁住房。鼓励机关事业单位、国有企业等单位将符合安全要求的现有物业改造为保障性租赁住房。简化利用存量土地和房屋改建保障性租赁住房调整规划的手续。支持广州、深圳结合城中村改造规模化建设保障性租赁住房。支持刚性和改善性住房需求。指导银行机构落实差别化住房信贷政策，优化个人住房贷款中住房套数认定标准，支持居民合理购房需求。指导商业银行依法有序调整存量个人住房贷款利率。在依法保障银行机构债权的前提下，推行一手房“带押过户”模式，提高一手房市场流通性。支持有条件的地市结合实际动态提高住房公积金租房提取额度，简化提取手续，推行全程网办。全面推行二手房交易“带押过户”。推进城中村、老旧小区和农房改造。支持广州、深圳、佛山、东莞等超大特大城市积极稳步推进城中村改造。允许住宅专项维修资金用于老旧小区改造和老旧住宅电梯更新改造，支持城镇老旧小区居民提取本人住房公积金用于本人及配偶双方父母的自住房加装电梯等改造，年新开工城镇老旧小区改造工程不少于个。鼓励有条件的地区对既有住宅加装电梯给予补贴，推行广州老旧小区成片连片加装电梯模式。深入实施农房质量安全风貌提升行动，大力推行装配式农房和绿色农房建设。此外，在促进家电和电子产品消费方面，通知提出要促进绿色智能家电消费。引导保障性租赁住房统一进行简单装修后交房，根据市场需求配置必要家电、家具。鼓励有条件的宿舍型保障性租赁住房和学生宿舍配置公共洗衣房、公共厨房，配备绿色智能家电。引导家电企业与房屋租赁企业、工业园区业主、学校等加强合作，开展家电租赁业务。,0.0071552406256706,------
支持广深结合城中村改造规模化建设保租房广东：支持广州、深圳结合城中村改造规模化建设保障性租赁住房广东提出全面落实带薪休假广东省印发广东省进一步提振和扩大消费若干措施。其中提出，扩大保障性住房供给。推动重点城市规划建设保障性住房，加快筹建保障性租赁住房，年新增筹建保障展开,-0.1037582256516607,2023-11-24 16:59:51
广东：支持广州深圳结合城中村改造规模化建设保障性租赁住房财联社月日电，广东省印发广东省进一步提振和扩大消费若干措施。其中提出，扩大保障性住房供给。推动重点城市规划建设保障性住房，加快筹建保障性租赁住房，年新增筹建保障性租赁住房不少于万套（间）。支持企事业单位利用自展开,0.0081135915852577,------
根据住房和城乡建设部消息，超大特大城市正积极稳步推进城中村改造，分三类推进实施：一类是符合条件的实施拆除新建，另一类是开展经常性整治提升，第三类是介于两者之间的实施拆整结合。年月，国务院办公厅印发《关于在超大特大城市积极稳步推进城中村改造的指导意见》，并召开电视电话会议进行部署。各地正按照部署，扎实开展配套政策制定、摸清城中村底数、编制改造项目方案等工作，住房城乡建设部城中村改造信息系统投入运行两个月以来，已入库城中村改造项目个。一线城市探索城中村改造新模式，把握政策释放利好期。广州推进最迅速、政策最丰富：广州年年初计划全年推进个城中村改造项目，完成亿元城市更新固定资产投资目标，并在月发布国内首个针对城中村改造的地方性法规条例《广州市城中村改造条例（征求意见稿）》，月广州安居集团成立，专责从事保障性住房投资、融资、建设和运营管理；北京月底发布《北京市征收集体土地房屋补偿管理办法（征求意见稿）》，明确以房屋安置方式为主，做到安置房先行，尽量缩短期房安置周期，以“限高、扩中、托底”为原则确定安置房安置面积；上海已批准城中村改造项目个，根据计划，年启动城中村改造项目个，到年底中心城区周边城中村项目全面启动，到年底中心城区周边城中村改造项目全面完成，五个新城等重点区域“城中村”改造规模化推进，到年底城中村改造项目全面完成。二三线城市积极推动“房票”补偿方式，去库存效果显著。以金华为例，金华商品房在年月份成交套，环比月份的套上涨，或得益于金华婺城区推出的具有地方特色的房票制度：）城市更新项目给予群众房票补偿：凡在婺城区范围内实施集体土地上房屋征迁的村（居）以房票形式结算的被征收人可自行向参与房票安置工作的房地产开发项目购买一手新建商品住宅；）房票可购买婺城区项目：房票可用于购买婺城新城区、仙源湖旅游度假区、一环以内、一环至二环及二环以外婺城区范围内取得预售许可的商品住宅；）房票可自由转让；）房票在购买一手房时，可在房票面值基础上膨胀至少抵购房款。未来或许将有更多城市探索城市更新及城中村改造补偿的新模式，商品房销售市场或将受益。,-0.0026720303327713,2023-11-26 18:09:51
深圳推进城中村住房改造为保障房月日起正式实施的《深圳市保障性租赁住房管理办法》提出，保障性租赁住房主要面向符合条件的新市民、青年人及各类人才配租。今年，深圳全市计划通过城中村规模化品质化改造提升，筹集保障性住房万套（间），约占全市城中村租赁住房总量的。深圳市安居微展开,0.5191909256831823,2023-11-24 16:29:08
年，深圳全市计划通过城中村规模化品质化改造提升，筹集保障性住房万套（间），约占全市城中村租赁住房总量的。,-0.020356513076139,------
早安深圳新闻资讯来了丨报名即将开始深圳最新招聘教师名今年，深圳启动城中村保障性住房规模化品质化改造提升行动，全市计划通过城中村规模化品质化改造提升，筹集保障性住房万套（间）。深圳市公办中小学面向毕业生公开招聘教师名招聘对象：年月日至年展开,0.0179170933853737,2023-11-24 23:10:28
今年月，深圳市住房和建设局发布了《深圳市城中村保障房规模化品质化改造提升指引》，其中提出了“安全、配套、建筑、绿色”四项改造要点，为全市规范、有序、高效推进城中村保障性住房规模化品质化改造提升提供明确指引。,-0.0019657397030921,------
今日看盘超话近期深圳正在开展城中村保障性住房规模化品质化改造提升工作，年全市计划通过城中村规模化品质化改造提升、筹集保障性住房万套（间），约占全市城中村租赁住房总量的。为避免提高居民住房负担，深圳同时要求城中村保障性住房规模化品质化改造提升由政府主导筹集，改造后的租金以不涨为原则，单套租金原则上与改造前基本持平。,0.0048437778408638,2023-10-14 09:29:18
统租潮下的深圳白芒村今年以来，为推进城中村保障性住房规模化、品质化改造提升，深圳正式拉开了“统租”序幕，位于南山区的白芒村也在此次改造范围内。一时间，数万名租客将面临限期搬离、周边房租上涨、子女上学等困境。月上旬，白芒村“统租”项目暂缓，但统租的“余波”仍改变着他们的生活展开,0.0023243879994531,------
元芬村保障性住房为市民安家全新改造元芬村以规模化、品质化、数字化提供保障性租赁住房，为推进城中村保障性住房规模化品质化改造提升提供明确指引，元芬村曾经过改造的楼栋，以规模化、品质化、数字化为市民提供保障性租赁住房，成为干净、整洁、现代的社区。大湾区新闻的微博视频,-0.0020546144777916,2023-08-06 22:26:54
元芬村保障性住房为市民安家全新改造元芬村以规模化、品质化、数字化提供保障性租赁住房，为推进城中村保障性住房规模化品质化改造提升提供明确指引，元芬村曾经过改造的楼栋，以规模化、品质化、数字化为市民提供保障性租赁住房，成为干净、整洁、现代的社区。保障性租房加速提质展开,0.0058423077803062,2023-08-02 10:23:37
深圳统租房计划阻力不小，到底问题出在哪里？国际情报员深圳西丽街道办回应白芒村统租统租房计划不难理解，就是深圳出面收购当地土著手里的房源，整修后面向广大租客二次出租，政府说是为了改善城中村居住环境但这些年公信力几乎较低，老百姓心里不相信会有这么好的事，更愿意相信是把收割财展开,-0.0157919797119089,2023-08-02 10:20:59
统租潮下白芒村今年以来，为推进城中村保障性住房规模化、品质化改造提升，深圳正式拉开了“统租”序幕，位于南山区的白芒村也在此次改造范围内。一时间，数万名租客将面临限期搬离、周边房租上涨、子女上学等困境。月上旬，白芒村“统租”项目暂缓，但统租的“余波”仍改变着他们的生活。展开,1.0,2023-08-02 10:23:09
深圳的统租改造影响有多大？近期深圳“白芒村统租，被迫搬家”的事件引爆网络，引发了一系列的讨论与猜测。根据此前媒体的报道，位于南山西丽的白芒村因为租金便宜，住着不少在深圳南山周边制造业工厂上班的打工人。但月日，部分房东在出租房上贴了一张通知。根据通知，因为白芒村在政府主导下进行综合整治，该栋楼在统租整治范围内，房东要行使合同解除权，通知租户在年月日前搬离。一石激起千层浪。白芒村的统租话题引发的“租客们被迫集中搬家”“租客遭房东通知限期搬离”，以及孩子上学等问题，通过社交媒体的传播一下展现在了全国人民面前，派生出各种猜测。一些视频中，住户们拉着大包小包，准备离开白芒村，表情复杂，同样引发了网友对深圳统租改造的质疑。月日，“深圳发布”转发了深圳市南山区西丽街道发布的“致居民的一封信”全文，对居民们产生的疑问，包括搬迁时间、补助、学位等问题进行解答。该公开信首先对部分租户收到的“要求在月日前限期搬离的通知”进行回应，西丽街道办事处表示，该通知为个别房东的要求，指挥部已调查并责令整改。租户可根据各自寻找房源的情况自行安排，对于不具备搬离条件的居民不强制搬离并维持房屋原租金标准。同时，还将对愿意搬离的居民给予搬迁补助，并将积极梳理周边房源的信息供有需要的居民参考，协助寻找房源。在保障学位方面，西丽街道办事处表示，符合入学条件在南山区内就读的学生，无论搬离与否都将为其提供保障。这封在舆情引爆半个月后才姗姗来迟的公开信，在一定程度上回应了部分问题，但仍有租户留言表示，有一些重要的问题并没有披露，比如搬迁补助的具体标准是多少？统租后对比统租前的实际租金会不会大涨？租户们的担心并非空穴来风。深圳的统租改造，是由当地一家国企统一收储城中村房源进行改造，并对周边配套升级再进行出租。据悉，此次深圳白芒村“统租”，是由政府出资补贴统租企业，银行提供授信，由统租企业负责推进。换句话说，深汇通从村里将房子统租过来改造后，将成为二房东。而“中间商赚差价”是市场对二房东最显著的印象。不过，由于此次承接统租改造的是深圳国企，租金失控增长的情况或许可以避免。月日，深圳市人才安居集团党委委员、副总经理、安居微棠董事长周柏新在接受深圳报业集团记者采访时说，“改造后的大部分房源，单套租金与改造前基本持平，即便个别房源存在改造成本高而造成租金小幅上涨，涨幅也不会超过原有租金的”。深圳市住房建设局相关负责人亦对媒体表示，城中村保障性住房规模化品质化改造提升由政府主导筹集，改造后的租金以不涨为原则，单套租金原则上与改造前基本持平，即便个别房源因改造成本高、投入较大、建筑结构复杂，也必须严格控制成本、严格控制价格、严格加强价格监督。不过，一些房东在政府提出“涨幅也不会超过原有租金的”的原则后，已经开始了一波涨价。据证券时报记者现场探访，有南山白芒村、平山村的居民告诉记者，自从村里开始“统租”后，一些未被收纳的房源和周边城中村的房源租金立刻水涨船高。“平山村里一些没有参加统租的房东，现在去租房的话租金都上涨了不少。”一位平山村的居民告诉记者，“之前这里的一房一厅月租金在元左右，现在房东刚刚说要元才租。”笔者算了下，从元涨到元，涨幅已经达到了，如果再加上改造后的涨幅，类似的涨幅已经将近，这个涨幅之高令人惊叹。深圳的统租改造影响有多大？（作者：秦朔朋友圈）,-0.0109956626648105,2023-08-02 10:22:06
深圳投亿改造城中村，要做最大“二房东”？白芒村位于深圳南山西丽，与宝安区石岩街道相邻，是深圳一处典型的城中村。白芒村搬迁通知，正式揭开了深圳“统租”的大幕。所谓的“统租”，指的是由政府主导，从房东手中统一租赁房源，进行装修、改造后，再出租给特定群体。可以看出，政府一手展开,-0.6754651746800407,2023-08-02 10:24:15
小湘速递深圳城中村改造后租金原则上不涨价深圳筹集保障房占全市城中村较小部分据深圳特区报，市住房建设局相关负责人表示：城中村保障性住房规模化品质化改造提升由政府主导筹集，改造后的租金以不涨为原则，单套租金原则上与改造前基本持平，即便个别房源因改造成本高、投入较大、建筑结展开,-0.001467152595983,2023-08-02 10:26:10
