label;一级评论;真实二级评论数;真实点赞数;边数;最大边数;集群密度
3483;0114书生官家不可为恶，因其为世间之公道良心，若其善心不存，则无道矣。;1;1;2;55119;3.6285128540067854e-05
3485;0113君子贵人贱己，先人而后己。《礼记访记》;1;1;2;55119;3.6285128540067854e-05
3487;我们要想心系祖国就一定要确立一个远大的志向，树立和培育正确的理想信念，对自己的未来充满希望，要立志为自己的未来而努力奋斗，把祖国建设成为物质文明，政治文明，精神文明的国家。;1;1;2;55119;3.6285128540067854e-05
3489;哪怕此刻的生活有多糟糕，也总会有好转的一天。走过的生活并不完美，太完美的也就不是生活了！每人每天都在做一件事情：为了未来而奋斗！固然结果不同，皆因我们平时的努力，每个今天我们都尽十分的努力，未来的成功就是必然！;1;1;2;55119;3.6285128540067854e-05
3491;我们要想心系祖国就一定要确立一个远大的志向，树立和培育正确的理想信念，对自己的未来充满希望，要立志为自己的未来而努力奋斗，把祖国建设成为物质文明，政治文明，精神文明的国家。;1;1;2;55119;3.6285128540067854e-05
3493;常思身命易倾，自不得不存善念。――清金兰生《格言联璧》;1;1;2;55119;3.6285128540067854e-05
3495;善不可不弘，恶不可不去。 善心人人有，快乐你我他。 善念养善心，善心生善念。 德不积不厚，善不行不成。 人往高处走，善在心中留。 至宝不常现，至善不常有。 行莫于恭敬，善莫于用心。 由善入恶易，由恶入善难。;1;1;2;55119;3.6285128540067854e-05
3497;善行是待人第一法，谦默是保身第一法，安详是处事第一法，读书是养心第一法。;1;1;2;55119;3.6285128540067854e-05
3499;终而复始，日月是也。死而复生，四时是也。奇正相生，循环无端，涨跌相生，循环无端，涨跌相生，循环无穷。机遇孕育着挑战，挑战中孕育着机遇，这是千古验证了的定律！;1;1;2;55119;3.6285128540067854e-05
3501;社会主义核心价值体系是“兴国之魂”，建设社会主义核心价值体系是推动文化大发展大繁荣的根本任务。提炼和概括出简明扼要、便于传播践行的社会主义核心价值观，对于建设社会主义核心价值体系具有重要意义。;1;1;2;55119;3.6285128540067854e-05
3503;帮助别人是一种高尚的美，而一个大集体就是用这种美构成的。一个集体如果拥有这样的美，那它一定是一个强大的集体。;1;1;2;55119;3.6285128540067854e-05
3505;一个人要战胜别人并不难，往往只需要付出比对方更多的努力即可。然而，勇于挑战自己的弱点并战而胜之，不断地超越自己，才真正是人生最大的挑战和最为痛苦的过程。提醒自己：不必总与他人较短论长，今天比昨天好，明天比今天强，这就是胜利。;1;1;2;55119;3.6285128540067854e-05
3507;在社会主义建设时期，爱国主义更多的不是表现为赴汤蹈火，壮怀激烈，而是表现为奉公守法，敬业爱岗；表现为维护祖国统一，反对分裂祖国；表现为各族人民团结互相，为构建社会主义和谐社会，实现中华民族的伟大复兴而贡献智慧和力量。;1;1;2;55119;3.6285128540067854e-05
3509;人生从来没有真正的绝境。无论遭受多少艰辛，无论经历多少苦难，只要一个人的心中还怀着一粒信念的种子，那么总有一天，他就能走出困境，让生命重新开花结果。;1;1;2;55119;3.6285128540067854e-05
3511;不要因为没有阳光，而走不进春天不要因为没有歌声，而放弃自己的追求不要因为没有掌声，而丢掉自己的理想。其实每一条都通往阳光的大道，都充满坎坷每一条通向理想的途径，都充满了艰辛与汗水！;1;1;2;55119;3.6285128540067854e-05
3513;书生官家不可为恶，因其为世间之公道良心，若其善心不存，则无道矣。;1;1;2;55119;3.6285128540067854e-05
3515;0111你要记住，永远要愉快地多给别人，少从别人那里拿取。高尔基;1;1;2;55119;3.6285128540067854e-05
3517;"0105行善如春园之草，不见其长，日有所增;行恶如磨刀之石，不见其消，日有所损。――清金兰生《格言联璧》";1;1;2;55119;3.6285128540067854e-05
3519;与人为善，乐于助人乃举手之劳，无需付出任何代价。;1;1;2;55119;3.6285128540067854e-05
3521;让我们扬起奋斗的风帆，吹响奋斗的号角，奏响奋斗的乐章，勇往直前！改写自己的命运，创造自己的奇迹！因为生活需要不断的奋斗;1;1;2;55119;3.6285128540067854e-05
3523;"0102行善如春园之草，不见其长，日有所增;行恶如磨刀之石，不见其消，日有所损。――清金兰生《格言联璧》";1;1;2;55119;3.6285128540067854e-05
3525;[太阳]君子贵人贱己，先人而后己。《礼记访记》;1;1;2;55119;3.6285128540067854e-05
3527;常思身命易倾，自不得不存善念。――清金兰生《格言联璧》;1;1;2;55119;3.6285128540067854e-05
3529;"世间善德之事，提得起，放得下，算得到，做得完;看得破，撇得开，若通此理，无事不成";1;1;2;55119;3.6285128540067854e-05
3531;"木有根则荣，根坏则枯;人有善则德，善尽则败。";1;1;2;55119;3.6285128540067854e-05
3533;"行善如春园之草，不见其长，日有所增;行恶如磨刀之石，不见其消，日有所损。――清金兰生《格言联璧》";1;1;2;55119;3.6285128540067854e-05
3535;人生的奔跑，不在于瞬间的爆发，取决于途中的坚持，纵有千百个理由放弃，也要找一个理由坚持下去。能激励你，温暖你，感动你的，不是励志语录心灵鸡汤，而是身边的爱人和朋友，一定要与积极、充满正能量的人同行！;1;1;2;55119;3.6285128540067854e-05
3537;自暴自弃便是命运的奴隶，自强不息是生命的天使；我不想用别人的汗水浇灌自己的心灵，我愿意用别人的棉袄，来温暖自己的躯体。我只想堂堂正正的做人，我只愿光明磊落做事，该记得的我不会遗忘，该遗忘的我不会存放。;1;1;2;55119;3.6285128540067854e-05
3539;勿起不善之念,勿阅不善之书,勿听不善之乐,勿吐不善之语,勿为不善之事,勿近不善之人,勿学不善之法,勿入不善之境。;1;1;2;55119;3.6285128540067854e-05
3541;在社会主义建设时期，爱国主义更多的不是表现为赴汤蹈火，壮怀激烈，而是表现为奉公守法，敬业爱岗；表现为维护祖国统一，反对分裂祖国；表现为各族人民团结互相，为构建社会主义和谐社会，实现中华民族的伟大复兴而贡献智慧和力量。;1;1;2;55119;3.6285128540067854e-05
3543;过去的事，就让它过去吧，我们错过了昨日的日落，再也不能错过今日的日出，保持平衡的心态，以最美好的心情来对待每一天，每一天都会充满阳光，洋溢着希望。;1;1;2;55119;3.6285128540067854e-05
3545;没有人会知道你到底有多好，因为这个世界上大部分的人根本不在乎你。如果你真的很优秀，它会成为嫉妒的理由。人可以容忍平凡，但不能容忍优秀。人越好，就越可恨和沮丧。所以当你面临压力时，不要让自己变得平庸。因为嫉妒本身也是一种仰望。;1;1;2;55119;3.6285128540067854e-05
3547;善行是待人第一法，谦默是保身第一法，安详是处事第一法，读书是养心第一法。;1;1;2;55119;3.6285128540067854e-05
3549;我越多地帮助他人成功，我就越成功。;1;1;2;55119;3.6285128540067854e-05
3551;我已经不想管了，上个月一动不动[挖鼻];1;1;2;55119;3.6285128540067854e-05
3553;你要记住，永远要愉快地多给别人，少从别人那里拿取。高尔基;1;1;2;55119;3.6285128540067854e-05
3555;"善良是一棵生机无穷的种子，只要你舍得播种，就会有你意想不到的甜果。善良是一束美丽的玫瑰，当你赠送他人时，也为你自己留下了满室的芬芳;善良是冬天里的太阳，在照耀了他人的同时，也温暖了你自己;善良是充满芬芳的香水，当洒在别人身上时，自己也会溅到两三滴。";1;1;2;55119;3.6285128540067854e-05
3558;富强、民主、文明、和谐，倡导自由、平等、公正、法治，倡导爱国、敬业、诚信、友善，积极培育和践行社会主义核心价值观。富强、民主、文明、和谐是国家层面的价值自由、平等、公正、法治是社会层面的价值取向，爱国、敬业、诚信、友善是公民个人层面的价值准则;1;1;2;55119;3.6285128540067854e-05
3560;0116世界上能为别人减轻负担的都不是庸庸碌碌之徒。狄更斯;1;1;2;55119;3.6285128540067854e-05
3562;勿起不善之念,勿阅不善之书,勿听不善之乐,勿吐不善之语,勿为不善之事,勿近不善之人,勿学不善之法,勿入不善之境。;1;1;2;55119;3.6285128540067854e-05
3564;"人善我，我亦善之;人不善我，我则引之，进退而已耳。――汉《韩诗外传》";1;1;2;55119;3.6285128540067854e-05
3583;明年是不是三百万的房子200万就能买到了[揣手];1;0;1;55119;1.8142564270033927e-05
3597;老师早安！;1;0;1;55119;1.8142564270033927e-05
3599;砖家不是为真理服务，为某些人的需要服务;3;208;211;55119;0.0038280810609771583
3603;自以为是的都是为了你好;4;83;87;55119;0.0015784030914929516
3608;就怕脱光也没得用了[嘻嘻];6;75;81;55119;0.0014695477058727481
3615;买房=亏钱，买房和租房没区别。这两点没解决没人买;2;20;22;55119;0.0003991364139407464
3618;他们总认为他们能比市场更聪明，但每一次都被市场打脸。;1;14;15;55119;0.0002721384640505089
3620;坚决不脱[允悲];1;5;6;55119;0.00010885538562020356
3622;转发微博;1;4;5;55119;9.071282135016963e-05
3624;有道理，矫枉过必须正。只听说不破不立，没听说不立不破的;2;5;7;55119;0.0001269979498902375
3627;去年放开后确实死了不少;3;4;7;55119;0.0001269979498902375
3632;“去年说口罩放开，社会面临崩溃，很多人熬不过这一关。放开后两周后就恢复正常了。”社会面临崩溃这个没人说过，很多人没熬过去这事你不知道？两周后恢复正常这事，要不让没熬过去的人和你聊聊？看到这条，没兴趣看下边的了。;5;11;16;55119;0.00029028102832054283
3638;还是要到群众中去，真真正正扎扎实实的调研群众的现况，倾听群众的心声;2;2;4;55119;7.257025708013571e-05
3653;除了那些嗨的城市，其他地方户口也没有那么大欲望;1;1;2;55119;3.6285128540067854e-05
3758;明年，意思今年一年白白浪费了[微笑];1;9;10;55119;0.00018142564270033927
3760;这个部门已经多次延误战机，整天都是说多过干。房地产出现今天的困境，这个部门负主要责任。;1;8;9;55119;0.00016328307843030534
3762;耳朵都起茧了[苦涩];1;9;10;55119;0.00018142564270033927
3765;[允悲][允悲][允悲]就是他，信他你就[允悲][允悲];1;4;5;55119;9.071282135016963e-05
3767;不把你们口袋里的钱薅出来誓不罢休;1;12;13;55119;0.00023585333551044105
3793;倪虹是谁[doge]？;1;0;1;55119;1.8142564270033927e-05
3798;滨海新城6000，三环边1万多的是，上市也没什么性价比;4;0;4;55119;7.257025708013571e-05
3803;狼来了，第几骗了？;1;2;3;55119;5.442769281010178e-05
3812;盖棺了;5;0;5;55119;9.071282135016963e-05
3822;管理层铁了心要干死房地产 [笑cry];2;0;2;55119;3.6285128540067854e-05
3835;好，继续坚持房住不炒定位。深入人心[可爱];1;1;2;55119;3.6285128540067854e-05
3837;战略是对上说的，策略是让下做的，老哥真不容易[笑cry][笑cry][笑cry];1;1;2;55119;3.6285128540067854e-05
3839;基本没招了;2;1;3;55119;5.442769281010178e-05
3842;看来前几天喊抄底被骂了[doge];1;1;2;55119;3.6285128540067854e-05
3844;从房住不炒的角度来说，最近两年政府确实做的不错[二哈];1;0;1;55119;1.8142564270033927e-05
3846;房地产新的一轮洗牌;1;1;2;55119;3.6285128540067854e-05
3849;一日一策;4;14;18;55119;0.0003265661568606107
3854;说了七年，房价翻了多少倍？;1;5;6;55119;0.00010885538562020356
3865;还提这四个字，解决不买房;1;2;3;55119;5.442769281010178e-05
3868;这…房住不炒;1;0;1;55119;1.8142564270033927e-05
3886;[二哈][二哈];1;1;2;55119;3.6285128540067854e-05
3925;天天就这几句;1;8;9;55119;0.00016328307843030534
3928;风向转的太快;2;2;4;55119;7.257025708013571e-05
3942;谁在支持炒房一目了然，司马昭;1;34;35;55119;0.0006349897494511874
3960;持续关注[话筒][话筒];1;0;1;55119;1.8142564270033927e-05
3964;持续关注[话筒][话筒];1;0;1;55119;1.8142564270033927e-05
3973;央行说过降存量房贷的事情 但是四大行不干 那也没办法;1;0;1;55119;1.8142564270033927e-05
3984;央行说过降存量房贷的事情 但是四大行不干 那也没办法;1;0;1;55119;1.8142564270033927e-05
3997;芜湖扬子农村商业银行员工王洁利用其工作之便，勾结小贷公司对外放贷牟利，他本人提供给法院的账户2个月不到1千多万的资金流水，王洁的职业是银行员工其老婆夏玉霞是下岗工人，该入帐流水明显远超出其夫妻二人的工资收入，来源不明，走帐频繁数额巨大。根据最高司法解释的规定王洁其实就是职业放贷人。;1;0;1;55119;1.8142564270033927e-05
4004;芜湖扬子农村商业银行员工王洁利用其工作之便，勾结小贷公司对外放贷牟利，他本人提供给法院的账户2个月不到1千多万的资金流水，王洁的职业是银行员工其老婆夏玉霞是下岗工人，该入帐流水明显远超出其夫妻二人的工资收入，来源不明，走帐频繁数额巨大。根据最高司法解释的规定王洁其实就是职业放贷人。;1;0;1;55119;1.8142564270033927e-05
4037;现在5块钱一斤米，以后5块钱一碗饭;2;0;2;55119;3.6285128540067854e-05
4049;能告诉结论吗;2;0;2;55119;3.6285128540067854e-05
4052;鹅城的税已经收到2100年了[摊手];1;0;1;55119;1.8142564270033927e-05
4055;[嘻嘻][嘻嘻]，保持底仓，t了再说。;1;2;3;55119;5.442769281010178e-05
4064;我也想做汤臣一品业主[嘻嘻][嘻嘻][嘻嘻];1;0;1;55119;1.8142564270033927e-05
4069;不是@调皮的饭后君 说的哦[doge];1;0;1;55119;1.8142564270033927e-05
4071;刚从直播间出来的是吧[doge];1;0;1;55119;1.8142564270033927e-05
4078;现在5块钱一斤米，以后5块钱一碗饭;2;0;2;55119;3.6285128540067854e-05
4084;官办深放理？;1;1;2;55119;3.6285128540067854e-05
4086;真当资本是傻子啊？不准涨价，资本会来送人头？;3;0;3;55119;5.442769281010178e-05
4090;官方发套[裂开];1;1;2;55119;3.6285128540067854e-05
4093;你上一条Z海龙华那个盘发了啥图？看不见了，还不让评论[允悲];3;0;3;55119;5.442769281010178e-05
4097;昨晚私募基金政策算宝宝的终极利好吗？[允悲][允悲];3;0;3;55119;5.442769281010178e-05
4103;最关心剩下49%什么时间注入进来。;1;0;1;55119;1.8142564270033927e-05
4116;降低空置率？;1;0;1;55119;1.8142564270033927e-05
4125;不是批复了吗？批复以后怎么还能改[泪][泪][泪];2;1;3;55119;5.442769281010178e-05
4129;发自内心说一句恭喜;2;2;4;55119;7.257025708013571e-05
4132;走自己的路[心][心][心]大宝贝;2;0;2;55119;3.6285128540067854e-05
4135;早晚国空是要结束的;2;0;2;55119;3.6285128540067854e-05
4138;换个环境工作吧，熬夜加班可太伤身啦;1;0;1;55119;1.8142564270033927e-05
4140;恭喜🎉干规划要命[doge];1;0;1;55119;1.8142564270033927e-05
4142;做了两年，经常都是节假日加班熬夜赶，空规人太难了[泪][泪];1;0;1;55119;1.8142564270033927e-05
4144;寝室长可以[加油]不管在那里都发光发热[加油][加油];1;0;1;55119;1.8142564270033927e-05
4146;奥利给[打call];1;0;1;55119;1.8142564270033927e-05
4148;下一站会更好;1;0;1;55119;1.8142564270033927e-05
4151;同规划人，感同身受，马上也要离职了;1;0;1;55119;1.8142564270033927e-05
4153;换吧，干国空项目都是不要命的;1;0;1;55119;1.8142564270033927e-05
4155;三线还有各种规划修改真是搞死人[允悲];1;0;1;55119;1.8142564270033927e-05
4157;努努力当甲方[doge];1;0;1;55119;1.8142564270033927e-05
4159;太优秀了！[鼓掌][鼓掌][鼓掌];1;0;1;55119;1.8142564270033927e-05
4218;不是批复了吗？批复以后怎么还能改[泪][泪][泪];2;1;3;55119;5.442769281010178e-05
4257;25不结婚直接进算犯罪不好吗[doge];1;3;4;55119;7.257025708013571e-05
4295;30岁的人60岁的心脏，60岁的人30岁的心脏。——海王银杏叶 --;1;1;2;55119;3.6285128540067854e-05
4297;晚安;1;0;1;55119;1.8142564270033927e-05
4299;这人有孩子吗？;2;0;2;55119;3.6285128540067854e-05
4302;然而就业不保障 退休推迟 养老金不能保障。生孩子是生出来就行了吗 我靠;1;0;1;55119;1.8142564270033927e-05
4313;专家的孩子是不是都在国外？;1;2;3;55119;5.442769281010178e-05
4334;到现在还不明白影响大家意愿的一个最主要的原因除了钱就是户口这个破玩意;8;2;10;55119;0.00018142564270033927
4365;去tm的吧，法定年龄没到，有的农村的都让办酒席，孩子都有了，这回18就让，那不得更离谱;1;2;3;55119;5.442769281010178e-05
4381;[允悲]想多了，杀鸡取卵而已;1;0;1;55119;1.8142564270033927e-05
4413;究竟是怎么回事，可以了解一下;12;18;30;55119;0.0005442769281010178
4426;反正买不起。还是多关注工作[嘻嘻];1;8;9;55119;0.00016328307843030534
4428;旺总应该实在天津买的房子吧！;2;9;11;55119;0.0001995682069703732
4434;现在房价都不行了;4;6;10;55119;0.00018142564270033927
4462;这样更多的人可以在北京落户了;1;1;2;55119;3.6285128540067854e-05
4464;取消限购好，这样需要买房的家庭就可以直接买了;1;1;2;55119;3.6285128540067854e-05
4469;那这不是入北京户口更容易了？;6;3;9;55119;0.00016328307843030534
4476;我也想知道可不可行[二哈];3;1;4;55119;7.257025708013571e-05
4480;通州跟河北差不多;1;1;2;55119;3.6285128540067854e-05
4487;北京户口这个估计够呛;3;1;4;55119;7.257025708013571e-05
4491;e大怎么看，利好广东地产公司吗？还是利好出尽赶紧跑路;1;1;2;55119;3.6285128540067854e-05
4500;松啥呀，前置条件一大堆。;4;63;67;55119;0.001215551806092273
4505;得了吧，几年前上海买房给户口，那才是伏低做小呢？现在这算什么;15;31;46;55119;0.0008345579564215606
4521;上海玩完！太好了，上海一完蛋，大家都好了，就都买得起房子了！;15;7;22;55119;0.0003991364139407464
4538;鸟不拉屎的地方，谁买啊;6;16;22;55119;0.0003991364139407464
4549;松啥了，我住在奉贤，社保交在奉贤，满足了三年条件，但是中介告诉我及时现在离婚也买不到，因为社保所在公司地址，限制在了新城几条路内[黑线][黑线][黑线];2;8;10;55119;0.00018142564270033927
4552;全国有钱人都盯着上海，稍微松绑必然蜂拥而至;3;2;5;55119;9.071282135016963e-05
4556;虹桥枢纽附近的已经降价了，超一线如上海也扛不住了啊;2;1;3;55119;5.442769281010178e-05
4560;与房住不炒背道而驰;1;0;1;55119;1.8142564270033927e-05
4562;限购本来就是不科学的，有能力购买尽管购买，买不起了自然不买，干嘛限购！;1;0;1;55119;1.8142564270033927e-05
4566;大城市就不适合普通人[doge];1;0;1;55119;1.8142564270033927e-05
4576;买房没有户口，这力度也不够啊;1;5;6;55119;0.00010885538562020356
4620;个人预测，上海中心城区的房价最终要跌一半，郊区80%-90%[汗];8;2;10;55119;0.00018142564270033927
4652;上海也想松绑，你问问周边省份愿意吗;1;0;1;55119;1.8142564270033927e-05
4666;楼市还能涨？;1;0;1;55119;1.8142564270033927e-05
4668;远郊区马上要不限购了[doge];1;1;2;55119;3.6285128540067854e-05
4670;闲的蛋疼，吃饱撑的，要不然一小区一政策[doge][doge];1;6;7;55119;0.0001269979498902375
4705;这种人真踏马的坏，未来几年整体经济只会更差，还一个劲儿鼓励大家买房，如果打坏人不犯法，我能打到他不能再说话;1;9;10;55119;0.00018142564270033927
4709;150元只够买两只鸡[哼];4;10;14;55119;0.000253995899780475
4727;这种人真踏马的坏，未来几年整体经济只会更差，还一个劲儿鼓励大家买房，如果打坏人不犯法，我能打到他不能再说话;1;9;10;55119;0.00018142564270033927
4731;150元只够买两只鸡[哼];4;10;14;55119;0.000253995899780475
4757;哪个专家说的，我找了半天没看见这个专家是谁;1;0;1;55119;1.8142564270033927e-05
4784;可是你要每月换4745，还30年，到时候你就60了;1;0;1;55119;1.8142564270033927e-05
4808;北京19年10月到23年12月14日的存量首套房还是LPR+55基点，也请政府考虑下老百姓的难处，让我们拥有和其他首套购房者公平的政策一样也是lpr，让我们喘息一下。 这下差距更大了，人家都3.95%了，我们还那么高。政策要体现公允性，不患寡而患不均。;1;0;1;55119;1.8142564270033927e-05
4811;5年期贷款利率，从4.20%下降到了3.95%。周二(2月20日)，时隔8个月，5年期LPR迎来年内首次下调。5年期以上LPR大幅下降25个基点，1年期LPR则保持不变。值得注意的是，这是自LPR改革以来，5年期以上LPR首次下调25个基点。;2;0;2;55119;3.6285128540067854e-05
4815;5年期贷款利率，从4.20%下降到了3.95%。周二(2月20日)，时隔8个月，5年期LPR迎来年内首次下调。5年期以上LPR大幅下降25个基点，1年期LPR则保持不变。值得注意的是，这是自LPR改革以来，5年期以上LPR首次下调25个基点。;1;0;1;55119;1.8142564270033927e-05
4838;下午好[给你小心心];1;0;1;55119;1.8142564270033927e-05
4840;午好[爱你];1;0;1;55119;1.8142564270033927e-05
4842;关注;1;0;1;55119;1.8142564270033927e-05
4844;早上好http://t.cn/A6jzhLxq;1;0;1;55119;1.8142564270033927e-05
4876;教育改革需要以人民为中心而不是以利益为中心，围绕产业化的教育改革就是注定失败的，因为它远离了民族复兴、国家强盛，人民安居乐业，而是为资本服务。;2;1;3;55119;5.442769281010178e-05
4879;早安[送花花];1;3;4;55119;7.257025708013571e-05
4881;周二愉快[哈哈];1;2;3;55119;5.442769281010178e-05
4883;下午好秦东[可爱];1;2;3;55119;5.442769281010178e-05
4885;中午好，午餐愉快[咖啡][心][鲜花][音乐];1;2;3;55119;5.442769281010178e-05
4887;积极向上对待生活，保持阳光般的微笑，相信好运会自动开启。;1;2;3;55119;5.442769281010178e-05
4889;今天有着迟暮的霞光，正如晚来的你皆是笑意[打call][打call][打call];1;2;3;55119;5.442769281010178e-05
4891;周二快乐[打call][打call][打call]~;1;2;3;55119;5.442769281010178e-05
4893;人生是一场烟火的旅行，顺逆皆是馈赠。;1;2;3;55119;5.442769281010178e-05
4895;“风永不止息的告白 ，就像我对你的爱意一般 ，永远汹涌澎湃”;1;2;3;55119;5.442769281010178e-05
4897;感谢分享[心][心][心]不同的年龄，不同的取舍，不同的岁月，不同的生活，过好每个年龄段的自己。 ​​​;1;2;3;55119;5.442769281010178e-05
4899;早安东东，愿你所有的幸运，都不期而遇;1;2;3;55119;5.442769281010178e-05
4901;早安，愿阳光温暖这个寒冷的冬季！;1;2;3;55119;5.442769281010178e-05
4903;你若想得到这世界最好的东西，得先让世界看到最好的你。;1;2;3;55119;5.442769281010178e-05
4905;早安[心]东东;1;2;3;55119;5.442769281010178e-05
4907;“我用笔描绘你的美好 携带着落日的温柔 把热爱赠予最值得的你” ​;1;1;2;55119;3.6285128540067854e-05
4909;梦想是一个幸福的念想，想着想着就快乐了，它执着地立在那里，是生活的一个界标，代表着活力与向上。;1;1;2;55119;3.6285128540067854e-05
4911;支持博主呀~;1;1;2;55119;3.6285128540067854e-05
4913;大马士革玫瑰也因她黯然失色;1;1;2;55119;3.6285128540067854e-05
4915;愿每一个醒来的日子，都有阳光相伴，或许在晴空，或许在心里;1;1;2;55119;3.6285128540067854e-05
4917;今天从侧面了解了一下你的情况，发现你侧面也很美。 [心];1;1;2;55119;3.6285128540067854e-05
4919;𝐺𝑜𝑜𝑑 𝑡𝑖𝑚𝑒𝑠 𝑠ℎ𝑜𝑢𝑙𝑑 𝑏𝑒 𝑡𝑎𝑘𝑒𝑛 𝑠𝑒𝑟𝑖𝑜𝑢𝑠𝑙𝑦 再见和日落的寓意都是未完待续;1;1;2;55119;3.6285128540067854e-05
4921;今天从侧面了解了一下你的情况，发现你侧面也很美。;1;1;2;55119;3.6285128540067854e-05
4923;成功者与失败者之间的区别，常在于成功者能由错误中获益，并以不同的方式再尝试。;1;1;2;55119;3.6285128540067854e-05
4925;不同的年龄，不同的取舍，不同的岁月，不同的生活，过好每个年龄段的自己。 ​​​;1;1;2;55119;3.6285128540067854e-05
4927;我的愿望，就是希望你的愿望里，也有我;1;1;2;55119;3.6285128540067854e-05
4929;🌻下午好，愿你一天愉悦美妙！;1;1;2;55119;3.6285128540067854e-05
4931;"""一帆风顺不算成长我要你逆流而上""";1;1;2;55119;3.6285128540067854e-05
4933;变柔软，让羁绊加深。总有一天，时间会治愈人心，治愈一切。时间也许就是生命的药。——比留间荣子;1;1;2;55119;3.6285128540067854e-05
4935;支持好友;1;1;2;55119;3.6285128540067854e-05
4937;熬过万丈孤独，藏下星辰大海✨;1;1;2;55119;3.6285128540067854e-05
4939;我的猫很皮，可不可以帮我管它……;1;1;2;55119;3.6285128540067854e-05
4941;时间是送给我们的宝贵礼物，它使我们变得更聪明，更美好，更成熟，更完善;1;1;2;55119;3.6285128540067854e-05
4943;“你眼中的点点星光，是我将一生奔赴的星辰.”;1;1;2;55119;3.6285128540067854e-05
4945;岁月的的味道，总是浓淡相宜，不多一分，亦不少一分。;1;1;2;55119;3.6285128540067854e-05
4947;温柔的晚风，傍晚的晚霞，解暑的西瓜，冒泡的可乐，人间美好的你。;1;1;2;55119;3.6285128540067854e-05
4949;必须要做的事，一周三次，持续三天的与你有关[开学季];1;1;2;55119;3.6285128540067854e-05
4951;“𝓜𝓪𝔂 𝔂𝓸𝓾 𝓰𝓻𝓸𝔀 𝓼𝓪𝓿𝓮𝓵𝔂 𝓪𝓷𝓭 𝓼𝓱𝓲𝓷𝓮 𝓪𝓽 𝓵𝓪𝓼𝓽. 愿你野蛮生长，最终璀璨生光.🦋;1;1;2;55119;3.6285128540067854e-05
4953;如果你瞄准月亮即使迷失也是在星辰之间.;1;1;2;55119;3.6285128540067854e-05
4955;善良是一种修养，善待他人就是善待自己，要想得到别人的爱，首先要学会爱别人，一个善良的人一定是温暖的人，乐于助人的人，懂得珍惜和感恩的人。;1;1;2;55119;3.6285128540067854e-05
4957;人生的任何目标，都离不开一步一个脚印地前行，你有多努力，就有多辉煌，既然已经启程，那么请相信，你所迈出的每一步，都在为自己积蓄力量。--《人生之路》;1;1;2;55119;3.6285128540067854e-05
4959;你摸摸我的衣服，看看是不是做你女朋友的料子;1;1;2;55119;3.6285128540067854e-05
4961;以爱心和宽容的态度，去面对每一个人和事，让我们的生活更加美好。;1;1;2;55119;3.6285128540067854e-05
4963;积小善为大善、积小功为大功、积小成为大成，把思想道德建设不断推向前进，把我们的社会建设得更加和谐、富裕、美好！ ​ ​​;1;1;2;55119;3.6285128540067854e-05
4965;＂浪漫的不是星座，而是独一无二的你.＂𝑰𝒕'𝒔 𝒏𝒐𝒕 𝒕𝒉𝒆 𝒔𝒕𝒂𝒓 𝒔𝒊𝒈𝒏 𝒕𝒉𝒂𝒕'𝒔 𝒓𝒐𝒎𝒂𝒏𝒕𝒊𝒄, 𝒊𝒕'𝒔 𝒕𝒉𝒆 𝒖𝒏𝒊𝒒𝒖𝒆 𝒚𝒐𝒖.;1;1;2;55119;3.6285128540067854e-05
4967;每一处风景都是生命的驿站，用乐观的心看待万物，心则如山花般烂漫。 知足且坚定，温柔且上进。站在自己热爱的世界里，闪闪发亮。 要善良，要勇敢，要像星星一样努力发光！;1;1;2;55119;3.6285128540067854e-05
4969;你眼中有星海浩渺，山河千里，而我眼中有你;1;1;2;55119;3.6285128540067854e-05
4971;宇宙若是一场幻觉，你我皆名为灿烂——张皓宸;1;1;2;55119;3.6285128540067854e-05
4973;生命的美，不在它的绚烂，而在它的平和;1;1;2;55119;3.6285128540067854e-05
4976;风月都好看，人间也浪漫;1;1;2;55119;3.6285128540067854e-05
4978;善良是一种修养，善待他人就是善待自己，要想得到别人的爱，首先要学会爱别人，一个善良的人一定是温暖的人，乐于助人的人，懂得珍惜和感恩的人。;1;1;2;55119;3.6285128540067854e-05
4980;The things you own, end up owing you. 你所拥有的东西最终拥有了你。;1;1;2;55119;3.6285128540067854e-05
4982;"言近而指远者，善言也;守约而施博者，善道也。――《孟子》";1;1;2;55119;3.6285128540067854e-05
4984;中午好;1;1;2;55119;3.6285128540067854e-05
4986;快乐要懂得分享才能加倍快乐，美好的生命应该充满期待惊喜和感激。;1;1;2;55119;3.6285128540067854e-05
4988;有目标的人在奔跑，没目标的人在流浪，因为不知道要去哪里。;1;1;2;55119;3.6285128540067854e-05
4990;唯有梦想才配让你不安，唯有行动才能解除你的不安。;1;1;2;55119;3.6285128540067854e-05
4992;一个人要战胜别人并不难，往往只需要付出比对方更多的努力即可。然而，勇于挑战自己的弱点并战而胜之，不断地超越自己，才真正是人生最大的挑战和最为痛苦的过程。提醒自己：不必总与他人较短论长，今天比昨天好，明天比今天强，这就是胜利。早安;1;1;2;55119;3.6285128540067854e-05
4994;我希望你一直发光，而我永远为你热泪盈眶;1;1;2;55119;3.6285128540067854e-05
4996;你犹如一道温暖的光 值得上这世间所有的美好;1;1;2;55119;3.6285128540067854e-05
